filename,Numeral,Intonation,Speaker
01530.wav,100,excited,66
01531.wav,17,bored,76
01532.wav,16,bored,109
01533.wav,8,excited,21
01534.wav,1000000,neutral,133
01537.wav,9,excited,102
01538.wav,20,excited,106
01539.wav,10,neutral,10
01540.wav,0,question,39
01541.wav,2,question,118
01542.wav,15,bored,80
01543.wav,13,bored,13
01544.wav,90,question,85
01546.wav,2,neutral,138
01547.wav,100,neutral,129
01548.wav,90,bored,101
01549.wav,5,question,127
01554.wav,2,bored,138
01555.wav,90,question,81
01557.wav,2,question,150
01558.wav,9,excited,124
01559.wav,40,excited,104
01561.wav,1000000,neutral,32
01562.wav,0,excited,97
01563.wav,0,excited,51
01564.wav,50,bored,141
01566.wav,5,neutral,20
01567.wav,12,excited,11
01568.wav,4,neutral,76
01569.wav,6,bored,116
01570.wav,3,excited,29
01571.wav,19,question,119
01572.wav,7,question,127
01573.wav,10,excited,97
01574.wav,19,bored,44
01575.wav,3,bored,2
01578.wav,11,neutral,42
01579.wav,15,neutral,131
01581.wav,16,neutral,56
01582.wav,0,question,33
01583.wav,70,neutral,122
01584.wav,80,question,0
01585.wav,12,neutral,145
01586.wav,18,neutral,101
01588.wav,20,bored,79
01589.wav,1000000000,excited,141
01590.wav,6,excited,132
01591.wav,9,question,54
01592.wav,16,question,131
01593.wav,11,question,28
01594.wav,9,neutral,111
01595.wav,6,excited,43
01597.wav,13,question,39
01598.wav,3,neutral,134
01599.wav,0,neutral,96
01600.wav,2,bored,5
01602.wav,9,neutral,9
01604.wav,80,bored,35
01605.wav,50,question,105
01608.wav,4,question,68
01610.wav,7,bored,132
01611.wav,15,bored,87
01613.wav,30,neutral,25
01614.wav,14,neutral,146
01615.wav,1000000,bored,64
01617.wav,30,question,71
01618.wav,10,question,138
01620.wav,14,neutral,153
01621.wav,4,question,16
01623.wav,13,bored,143
01624.wav,1000000000,excited,151
01625.wav,17,question,93
01626.wav,1000,neutral,63
01627.wav,17,neutral,142
01629.wav,10,neutral,71
01630.wav,9,excited,32
01631.wav,1000,neutral,98
01633.wav,14,bored,100
01634.wav,11,neutral,58
01635.wav,18,question,121
01636.wav,13,excited,136
01639.wav,14,excited,110
01640.wav,1,question,53
01641.wav,30,neutral,41
01642.wav,2,neutral,14
01643.wav,70,neutral,126
01644.wav,15,question,17
01645.wav,11,excited,21
01646.wav,1000,bored,97
01647.wav,11,excited,54
01649.wav,13,question,95
01651.wav,15,question,73
01652.wav,80,bored,134
01653.wav,19,question,37
01654.wav,20,neutral,88
01655.wav,17,neutral,9
01656.wav,90,neutral,17
01657.wav,100,excited,1
01658.wav,70,neutral,42
01659.wav,0,bored,66
01660.wav,12,neutral,127
01661.wav,40,bored,110
01662.wav,50,excited,68
01663.wav,2,question,36
01665.wav,11,question,57
01669.wav,13,neutral,59
01671.wav,5,bored,129
01673.wav,11,excited,68
01675.wav,6,excited,27
01677.wav,7,question,35
01678.wav,80,question,26
01679.wav,14,neutral,43
01680.wav,1000000000,question,139
01681.wav,6,bored,97
01682.wav,60,neutral,100
01683.wav,80,neutral,109
01684.wav,6,excited,60
01685.wav,6,question,147
01688.wav,80,question,4
01689.wav,1000000000,bored,63
01690.wav,18,bored,52
01691.wav,50,question,134
01693.wav,18,excited,67
01694.wav,4,excited,65
01695.wav,90,question,108
01696.wav,40,question,142
01698.wav,20,excited,4
01699.wav,16,neutral,140
01700.wav,18,neutral,99
01701.wav,60,question,67
01702.wav,16,neutral,93
01703.wav,20,neutral,152
01704.wav,8,neutral,28
01705.wav,90,neutral,75
01707.wav,19,bored,26
01708.wav,20,excited,122
01709.wav,1000000000,bored,135
01710.wav,9,neutral,41
01711.wav,30,neutral,39
01712.wav,13,bored,38
01713.wav,90,excited,138
01714.wav,18,question,45
01715.wav,17,excited,87
01716.wav,30,neutral,76
01717.wav,17,neutral,2
01718.wav,3,question,113
01719.wav,8,excited,47
01721.wav,18,excited,102
01723.wav,11,question,13
01724.wav,100,excited,66
01725.wav,12,neutral,90
01726.wav,80,neutral,92
01727.wav,90,question,119
01728.wav,9,question,106
01729.wav,1,excited,122
01731.wav,3,bored,151
01732.wav,10,question,128
01733.wav,17,neutral,67
01734.wav,20,bored,59
01735.wav,1000000,bored,83
01736.wav,1000000000,excited,137
01738.wav,3,neutral,98
01740.wav,11,question,73
01741.wav,8,excited,9
01745.wav,13,question,25
01746.wav,60,question,145
01747.wav,17,question,111
01748.wav,9,bored,40
01749.wav,6,neutral,35
01752.wav,30,bored,84
01753.wav,2,neutral,25
01754.wav,18,bored,85
01755.wav,70,bored,45
01756.wav,60,neutral,65
01757.wav,60,excited,43
01758.wav,90,question,92
01759.wav,4,question,9
01760.wav,0,neutral,39
01762.wav,12,bored,25
01763.wav,6,question,118
01764.wav,20,bored,45
01765.wav,90,bored,106
01766.wav,7,question,88
01767.wav,8,bored,47
01768.wav,1,question,81
01769.wav,1,question,43
01770.wav,7,question,135
01772.wav,3,question,63
01774.wav,50,bored,1
01776.wav,11,neutral,137
01777.wav,9,neutral,139
01779.wav,15,bored,106
01782.wav,13,question,109
01784.wav,19,question,72
01786.wav,18,neutral,59
01787.wav,3,bored,84
01789.wav,14,question,17
01792.wav,1000,bored,43
01793.wav,9,question,81
01794.wav,40,bored,70
01795.wav,16,question,134
01796.wav,80,neutral,121
01797.wav,40,neutral,38
01799.wav,17,neutral,51
01800.wav,19,excited,130
01801.wav,2,neutral,70
01802.wav,2,question,39
01804.wav,11,neutral,117
01805.wav,12,excited,55
01806.wav,14,neutral,95
01807.wav,8,bored,79
01808.wav,14,excited,111
01809.wav,50,neutral,83
01810.wav,1000000000,question,56
01811.wav,7,neutral,53
01812.wav,15,neutral,20
01813.wav,90,question,52
01814.wav,70,bored,135
01815.wav,8,bored,72
01817.wav,4,question,136
01818.wav,0,bored,97
01819.wav,20,neutral,36
01821.wav,4,neutral,80
01822.wav,3,bored,80
01825.wav,70,excited,8
01826.wav,50,neutral,111
01827.wav,100,bored,91
01829.wav,90,question,89
01830.wav,1000000,excited,21
01831.wav,20,bored,108
01832.wav,20,question,108
01834.wav,20,question,120
01835.wav,12,bored,39
01836.wav,20,bored,53
01837.wav,50,neutral,55
01839.wav,70,question,102
01840.wav,80,neutral,49
01841.wav,2,question,81
01842.wav,16,neutral,108
01843.wav,17,question,150
01844.wav,13,neutral,32
01845.wav,16,excited,112
01847.wav,20,question,7
01848.wav,80,neutral,125
01849.wav,0,bored,5
01850.wav,80,bored,91
01851.wav,6,neutral,113
01852.wav,19,excited,24
01853.wav,16,excited,126
01854.wav,4,excited,142
01855.wav,16,neutral,138
01858.wav,16,bored,65
01860.wav,1000000000,bored,115
01861.wav,1000000,excited,143
01864.wav,2,neutral,108
01865.wav,19,bored,106
01866.wav,60,question,129
01867.wav,80,neutral,105
01868.wav,15,neutral,116
01869.wav,3,excited,111
01870.wav,10,question,104
01873.wav,9,question,75
01874.wav,15,bored,35
01875.wav,1,neutral,96
01878.wav,30,neutral,33
01881.wav,1,bored,51
01882.wav,40,question,124
01883.wav,16,neutral,32
01885.wav,6,neutral,120
01886.wav,9,excited,77
01887.wav,13,question,130
01891.wav,17,question,135
01893.wav,80,neutral,76
01894.wav,19,excited,13
01895.wav,80,neutral,12
01897.wav,1,bored,6
01898.wav,19,question,75
01899.wav,17,neutral,109
01900.wav,4,bored,25
01901.wav,5,neutral,5
01903.wav,16,neutral,51
01904.wav,10,bored,19
01905.wav,3,neutral,104
01906.wav,40,neutral,14
01907.wav,18,excited,127
01910.wav,1000,question,110
01911.wav,80,bored,80
01912.wav,3,bored,47
01913.wav,1,question,7
01914.wav,7,question,50
01916.wav,5,neutral,15
01917.wav,1,question,41
01918.wav,1000000,bored,91
01919.wav,1000000000,bored,2
01920.wav,18,neutral,76
01921.wav,14,bored,79
01923.wav,30,excited,136
01925.wav,80,neutral,143
01926.wav,1,excited,117
01927.wav,30,neutral,25
01928.wav,9,bored,7
01929.wav,30,neutral,138
01930.wav,60,question,34
01931.wav,90,bored,9
01932.wav,80,neutral,108
01933.wav,100,bored,13
01936.wav,14,neutral,42
01937.wav,0,neutral,100
01939.wav,90,excited,97
01940.wav,70,excited,61
01941.wav,15,excited,44
01943.wav,19,question,121
01944.wav,0,excited,63
01946.wav,1000000000,neutral,40
01947.wav,0,question,45
01948.wav,13,excited,3
01949.wav,80,bored,73
01950.wav,2,question,18
01951.wav,8,excited,39
01953.wav,7,excited,14
01954.wav,3,excited,118
01955.wav,30,bored,76
01957.wav,8,question,32
01958.wav,14,bored,50
01959.wav,90,neutral,138
01960.wav,6,excited,86
01961.wav,60,question,63
01962.wav,14,question,116
01963.wav,19,neutral,50
01965.wav,12,excited,77
01968.wav,90,bored,61
01969.wav,50,excited,24
01971.wav,12,bored,3
01972.wav,1000,excited,108
01973.wav,8,neutral,143
01974.wav,19,question,55
01976.wav,14,question,69
01977.wav,19,excited,19
01978.wav,13,excited,33
01980.wav,90,excited,45
01983.wav,1000000000,bored,136
01984.wav,90,question,63
01986.wav,60,excited,6
01987.wav,3,neutral,141
01989.wav,13,neutral,103
01990.wav,16,bored,35
01992.wav,11,excited,125
01993.wav,14,neutral,140
01994.wav,1000000000,excited,66
01996.wav,1000000,question,78
01997.wav,19,question,63
01998.wav,6,neutral,117
01999.wav,80,question,54
02000.wav,100,neutral,21
02003.wav,5,bored,30
02004.wav,9,question,23
02005.wav,100,excited,145
02006.wav,90,neutral,21
02007.wav,6,question,4
02008.wav,5,question,65
02009.wav,7,question,88
02010.wav,100,bored,77
02012.wav,4,bored,48
02013.wav,0,neutral,31
02014.wav,17,bored,80
02015.wav,2,bored,113
02016.wav,6,bored,12
02017.wav,100,excited,112
02018.wav,1000,excited,143
02019.wav,11,question,32
02021.wav,11,neutral,80
02023.wav,16,question,85
02024.wav,1000000000,question,113
02025.wav,0,question,85
02028.wav,17,bored,35
02029.wav,5,question,135
02030.wav,6,excited,67
02031.wav,3,excited,19
02034.wav,18,neutral,93
02035.wav,18,question,26
02036.wav,80,question,8
02038.wav,5,neutral,117
02039.wav,6,neutral,126
02040.wav,5,question,112
02042.wav,80,question,83
02043.wav,9,question,70
02044.wav,1,question,112
02045.wav,1000,question,114
02046.wav,9,bored,127
02047.wav,13,excited,132
02049.wav,1000000000,excited,52
02050.wav,19,question,107
02051.wav,13,question,121
02053.wav,19,neutral,17
02054.wav,8,bored,122
02055.wav,1,neutral,56
02056.wav,3,neutral,115
02058.wav,2,excited,58
02059.wav,0,neutral,120
02060.wav,15,bored,26
02061.wav,20,bored,52
02063.wav,100,excited,96
02064.wav,50,bored,9
02065.wav,3,excited,122
02066.wav,30,question,33
02067.wav,50,excited,51
02070.wav,60,question,36
02072.wav,18,bored,122
02073.wav,19,question,54
02074.wav,4,excited,112
02075.wav,8,question,98
02077.wav,10,neutral,108
02079.wav,16,excited,130
02080.wav,19,bored,81
02082.wav,1,question,113
02085.wav,60,neutral,112
02086.wav,30,question,128
02088.wav,6,bored,34
02089.wav,70,neutral,4
02090.wav,18,neutral,25
02091.wav,17,question,105
02092.wav,100,neutral,103
02094.wav,1000000,neutral,78
02095.wav,7,question,112
02096.wav,8,excited,6
02098.wav,1000000,neutral,142
02100.wav,20,bored,97
02101.wav,15,bored,141
02103.wav,10,question,108
02104.wav,6,bored,84
02105.wav,11,neutral,150
02106.wav,15,excited,77
02108.wav,13,question,77
02111.wav,20,neutral,38
02112.wav,6,excited,133
02113.wav,90,neutral,76
02114.wav,60,neutral,147
02117.wav,10,neutral,73
02118.wav,80,excited,92
02119.wav,5,question,16
02120.wav,19,excited,128
02121.wav,8,bored,112
02122.wav,9,neutral,102
02125.wav,14,bored,86
02126.wav,4,excited,126
02127.wav,10,bored,152
02129.wav,8,excited,60
02130.wav,1000000000,question,34
02132.wav,19,neutral,0
02133.wav,10,question,56
02134.wav,60,question,105
02135.wav,50,excited,121
02136.wav,3,neutral,17
02137.wav,3,bored,86
02140.wav,1000000000,neutral,98
02141.wav,2,bored,121
02142.wav,1000000000,excited,95
02143.wav,14,bored,77
02144.wav,70,neutral,150
02145.wav,11,neutral,106
02146.wav,60,question,127
02147.wav,4,bored,39
02148.wav,90,bored,73
02149.wav,40,bored,23
02150.wav,60,neutral,72
02152.wav,70,question,136
02154.wav,20,excited,11
02155.wav,5,question,28
02158.wav,60,excited,118
02160.wav,7,excited,75
02161.wav,17,excited,64
02162.wav,15,neutral,134
02170.wav,1,neutral,72
02171.wav,11,neutral,77
02172.wav,0,excited,49
02175.wav,15,bored,89
02177.wav,7,neutral,0
02178.wav,16,bored,115
02179.wav,18,bored,124
02180.wav,90,neutral,130
02181.wav,18,neutral,32
02182.wav,70,neutral,100
02183.wav,14,bored,118
02184.wav,60,neutral,8
02187.wav,16,neutral,113
02188.wav,12,question,10
02189.wav,7,neutral,108
02191.wav,2,neutral,78
02192.wav,40,bored,134
02193.wav,8,bored,19
02194.wav,90,question,104
02195.wav,8,question,134
02197.wav,11,neutral,147
02198.wav,15,excited,94
02199.wav,16,question,91
02200.wav,90,question,71
02201.wav,40,bored,75
02203.wav,16,excited,143
02204.wav,15,bored,19
02205.wav,4,neutral,24
02206.wav,8,question,84
02207.wav,8,neutral,25
02208.wav,3,excited,152
02209.wav,1000000000,neutral,28
02210.wav,9,question,140
02211.wav,30,neutral,135
02212.wav,30,neutral,91
02214.wav,70,neutral,46
02215.wav,14,neutral,125
02217.wav,20,bored,55
02218.wav,60,bored,75
02221.wav,7,neutral,105
02222.wav,20,question,140
02223.wav,1,excited,4
02224.wav,0,question,2
02225.wav,1,bored,35
02227.wav,80,neutral,42
02228.wav,70,excited,76
02229.wav,70,question,35
02231.wav,80,neutral,10
02232.wav,15,bored,61
02233.wav,5,excited,144
02234.wav,1000000,question,136
02235.wav,6,neutral,69
02236.wav,90,excited,81
02239.wav,13,question,27
02240.wav,20,bored,118
02242.wav,1000000000,excited,41
02244.wav,50,excited,87
02245.wav,4,bored,34
02246.wav,10,excited,2
02248.wav,8,bored,132
02250.wav,30,question,89
02251.wav,11,bored,37
02252.wav,16,neutral,63
02254.wav,13,bored,4
02255.wav,11,excited,81
02256.wav,15,neutral,42
02258.wav,70,question,51
02260.wav,100,question,49
02261.wav,3,question,89
02262.wav,20,excited,44
02263.wav,17,excited,73
02264.wav,9,question,27
02266.wav,90,excited,91
02269.wav,1,question,58
02270.wav,15,bored,3
02271.wav,6,bored,87
02272.wav,1,excited,125
02273.wav,70,question,33
02274.wav,80,excited,67
02277.wav,18,bored,129
02279.wav,14,bored,15
02282.wav,16,bored,125
02285.wav,50,bored,20
02287.wav,90,bored,70
02290.wav,12,question,24
02291.wav,0,question,32
02292.wav,70,bored,120
02293.wav,14,bored,146
02294.wav,18,neutral,56
02295.wav,9,excited,102
02297.wav,0,question,31
02298.wav,70,excited,54
02299.wav,16,neutral,81
02300.wav,1000000,bored,95
02301.wav,17,excited,85
02302.wav,10,neutral,135
02303.wav,4,neutral,62
02304.wav,20,neutral,125
02306.wav,70,excited,78
02307.wav,11,question,88
02308.wav,90,excited,109
02309.wav,90,excited,79
02310.wav,4,neutral,117
02311.wav,100,question,76
02312.wav,30,question,1
02313.wav,11,bored,77
02317.wav,12,excited,117
02318.wav,18,neutral,117
02321.wav,15,neutral,118
02323.wav,50,excited,130
02324.wav,10,question,49
02325.wav,11,neutral,78
02326.wav,1000000000,question,148
02327.wav,30,excited,83
02328.wav,6,excited,83
02329.wav,14,question,153
02331.wav,70,bored,70
02332.wav,1000000000,neutral,145
02333.wav,6,question,128
02335.wav,10,neutral,68
02336.wav,1000000,excited,134
02337.wav,6,neutral,24
02339.wav,40,question,68
02340.wav,30,bored,130
02342.wav,16,excited,46
02344.wav,1,bored,81
02345.wav,16,excited,151
02346.wav,0,question,127
02348.wav,13,question,92
02349.wav,17,bored,138
02350.wav,90,neutral,39
02351.wav,14,excited,39
02352.wav,14,neutral,95
02353.wav,2,excited,40
02354.wav,1000,neutral,25
02355.wav,1,neutral,37
02356.wav,11,question,141
02358.wav,1000000,question,18
02359.wav,16,neutral,106
02360.wav,6,bored,11
02362.wav,12,question,91
02363.wav,14,excited,112
02365.wav,50,neutral,37
02367.wav,10,question,50
02368.wav,70,excited,96
02369.wav,1000000000,neutral,35
02372.wav,5,neutral,94
02373.wav,70,excited,98
02374.wav,18,question,152
02376.wav,13,excited,101
02377.wav,80,excited,150
02378.wav,40,excited,53
02379.wav,3,question,140
02380.wav,16,question,150
02381.wav,10,question,93
02384.wav,5,neutral,18
02385.wav,14,neutral,101
02386.wav,90,excited,126
02387.wav,3,excited,61
02388.wav,1000,excited,13
02389.wav,17,neutral,142
02390.wav,7,excited,32
02391.wav,4,neutral,33
02392.wav,11,question,122
02393.wav,13,neutral,133
02394.wav,18,bored,84
02396.wav,13,neutral,4
02398.wav,7,excited,60
02399.wav,60,question,108
02400.wav,17,bored,145
02401.wav,12,question,103
02402.wav,1,neutral,120
02403.wav,8,bored,113
02404.wav,11,bored,39
02405.wav,18,neutral,13
02406.wav,40,bored,53
02407.wav,13,bored,8
02408.wav,11,bored,49
02410.wav,16,bored,119
02412.wav,50,question,65
02413.wav,2,neutral,89
02414.wav,5,excited,137
02415.wav,1,excited,94
02417.wav,10,excited,132
02418.wav,12,bored,63
02419.wav,70,neutral,114
02422.wav,100,bored,112
02423.wav,1000000000,excited,45
02425.wav,2,excited,25
02432.wav,100,bored,82
02433.wav,7,excited,97
02434.wav,8,neutral,56
02435.wav,15,excited,67
02437.wav,20,excited,71
02438.wav,30,bored,12
02439.wav,60,question,72
02440.wav,3,question,23
02443.wav,18,neutral,17
02444.wav,11,question,2
02445.wav,50,question,47
02446.wav,7,excited,10
02447.wav,2,neutral,82
02450.wav,2,question,30
02452.wav,5,neutral,114
02454.wav,1000000000,neutral,45
02455.wav,1000000000,bored,68
02457.wav,100,neutral,41
02458.wav,15,neutral,137
02459.wav,70,bored,42
02460.wav,17,excited,97
02462.wav,100,question,136
02464.wav,8,question,36
02465.wav,1000,question,109
02467.wav,3,neutral,49
02469.wav,70,excited,36
02470.wav,3,question,25
02472.wav,40,excited,66
02474.wav,15,neutral,32
02475.wav,17,excited,104
02476.wav,90,excited,125
02477.wav,2,excited,142
02478.wav,4,excited,0
02479.wav,16,bored,84
02481.wav,15,neutral,24
02484.wav,14,neutral,96
02485.wav,15,bored,50
02486.wav,80,bored,3
02490.wav,90,neutral,101
02491.wav,12,question,87
02492.wav,13,excited,88
02495.wav,10,bored,32
02496.wav,30,question,44
02497.wav,100,neutral,90
02499.wav,17,neutral,16
02500.wav,2,neutral,61
02501.wav,8,excited,56
02503.wav,14,neutral,129
02504.wav,3,question,133
02505.wav,18,bored,130
02509.wav,19,neutral,47
02511.wav,60,neutral,90
02515.wav,16,neutral,73
02516.wav,60,question,132
02517.wav,10,neutral,122
02518.wav,100,neutral,59
02520.wav,1000,bored,129
02523.wav,40,bored,89
02524.wav,5,question,2
02528.wav,3,question,117
02529.wav,40,question,48
02530.wav,2,bored,73
02534.wav,7,question,8
02535.wav,1000,bored,14
02536.wav,10,neutral,30
